업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),공동수급,투찰
공사,20190205177-00,일반,서대문소방서 (가칭)북아현119안전센터 신축 전기공사,서울특별시 서대문소방서,서울특별시 서대문소방서,수의(소액),2019/02/08 12:05(2019/02/15 16:00),,마감
용역,20190205144-00,일반,군산청소년 자치배움터(가칭) 리모델링 전기(통신,소방)공사 설계용역,전라북도교육청 전라북도군산교육지원청,전라북도교육청 전라북도군산교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/08 11:49(2019/02/14 10:00),,마감
공사,20190204580-00,일반,남원 월매 야시장 전기공사,전라북도 남원시,전라북도 남원시,수의(소액),2019/02/08 11:05(2019/02/14 14:00),,마감
용역,20190204784-00,일반,광주중흥초 교사 증축 및 기타시설 전기공사 설계용역 소액수의계약 견적서 제출 안내 공고,광주광역시교육청 광주광역시동부교육지원청,광주광역시교육청 광주광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/08 11:01(2019/02/14 10:00),,마감
용역,20190204910-00,일반,김제중앙중 외 2교(김제중, 월촌초) 식생활관 리모델링 및 기타전기[통신,소방]공사 설계용역,전라북도교육청 전라북도김제교육지원청,전라북도교육청 전라북도김제교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/08 10:59(2019/02/15 10:00),,마감
공사,20190202988-00,일반,지곡초등학교 학습장 증축 전기공사,경상남도교육청 경상남도함양교육지원청,경상남도교육청 경상남도함양교육지원청,수의(소액)-견적입찰(2인 이상 견적 제출),2019/02/08 10:48(2019/02/14 10:00),,마감
공사,20190203297-00,일반,능곡고 신관 화장실 개보수 전기공사,경기도교육청 경기도고양교육지원청,경기도교육청 경기도고양교육지원청,지역제한,2019/02/08 10:46(2019/02/18 10:00),,마감
공사,20190204687-00,일반,점촌하수처리구역 차집관로(오수전용) 정비사업 전기공사(총괄),경상북도 문경시 하수도사업소,경상북도 문경시 하수도사업소,수의(소액),2019/02/08 10:27(2019/02/15 10:00),,마감
용역,20190204694-00,일반,강화여고 외 1교(마니산유치원) LED조명교체 전기공사 설계용역 수의,인천광역시교육청 인천광역시강화교육지원청,인천광역시교육청 인천광역시강화교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/08 10:11(2019/02/14 10:00),,마감
용역,20190204297-00,일반,동향초 외 5교 냉난방기 전기공사 및 기타공사 설계용역,전라북도교육청 전라북도진안교육지원청,전라북도교육청 전라북도진안교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/08 10:08(2019/02/14 10:00),,마감
공사,20190202284-00,긴급,복정 제2국공립어린이집 신축 전기공사,경기도 성남시,경기도 성남시,지역제한,2019/02/08 10:06(2019/02/14 10:00),,마감
용역,20190204283-00,일반,오천초 외 4교 냉난방기 전기공사 및 기타공사 설계용역,전라북도교육청 전라북도진안교육지원청,전라북도교육청 전라북도진안교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/08 10:01(2019/02/14 10:00),,마감
물품,201902080101-00,일반,카지노 영업장 환경개선 전기공사 관급자재(LED조명등) 구매(수의계약),(주)강원랜드,강원랜드,수의(총액),2019/02/08 09:58(2019/02/08 14:00),,(주)강원랜드 이동
공사,20190204637-00,일반,서부청사 민원실 설치 전기공사,경상남도,경상남도,수의(소액),2019/02/08 09:50(2019/02/14 12:00),,마감
공사,20190204618-00,일반,교육1호관 강의실 냉난방개선 전기공사,강원대학교,강원대학교,수의(소액),2019/02/08 09:45(2019/02/15 10:00),,마감
공사,20190201718-00,긴급,성남축구센터 건립공사(전기),경기도 성남시,경기도 성남시,일반경쟁,2019/02/08 09:30(2019/02/14 10:00),마감,마감
공사,20190204565-00,일반,상진 국궁장 건립사업(전기설비공사),충청북도 단양군,충청북도 단양군,지역제한,2019/02/08 09:30(2019/02/18 12:00),,마감
공사,E041900038-00,일반,2019년 하동 사옥 및 사택 전기설비 경상보수공사,한국남부발전주식회사,자재연료부,제한경쟁,2019/02/08 09:28(2019/02/18 15:00),,한국남부발전주식회사 이동
용역,20190201890-00,일반,문장초등학교외 2교 급식시설 현대화 전기 설계용역,경상북도교육청 경상북도구미교육지원청,경상북도교육청 경상북도구미교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/08 09:03(2019/02/14 10:00),,마감
용역,20190204302-00,일반,상영초등학교외 2교 냉난방시설 개선 전기공사 설계용역 소액수의 견적제출,경상북도교육청 경상북도상주교육지원청,경상북도교육청 경상북도상주교육지원청,수의(총액)소액수의,2019/02/08 09:00(2019/02/14 10:00),,마감
공사,20190202057-00,일반,한국방송통신대학교 디지털미디어센터 리모델링 전기공사,조달청 서울지방조달청,한국방송통신대학교,지역제한,2019/02/08 09:00(2019/02/27 10:00),마감,마감
용역,2019LKD000803143-01,일반,충남 18개소 전기안전검사 용역,육군제2162부대,제2162부대,수의(총액),2019/02/08 09:00(2019/02/14 10:00),,육군제2162부대 이동
물품,2019LCF003802850-01,일반,리드선, 전기용 등 2항목 ㅜ매(특무),국방부 육군군수사령부,육군군수사령부,제한(총액),2019/02/08 09:00(2019/02/19 11:00),,국방부 육군군수사령부 이동
용역,20190204454-00,일반,미래생활고 석면교체 전기공사 설계용역,인천광역시교육청 인천광역시북부교육지원청,인천광역시교육청 인천광역시북부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/08 08:54(2019/02/14 10:00),,마감
물품,G011900633-00,일반,저주파수계전기 트립 제어장치 5대,한국전력공사,경기본부,제한(총액),2019/02/08 00:00(2019/02/14 14:00),,한국전력공사 이동
물품,W190054010-00,일반,월성본부 제3발전소 전기팀 예비용 전동기 1품목(S등급/제작),한국수력원자력주식회사,한국수력원자력(주) 관리본부,일반(총액),2019/02/08 00:00(2019/02/18 11:30),,한국수력원자력주식회사 이동
물품,G011900632-00,일반,계전기(저주파수보호용,디지털형) 10대,한국전력공사,경기본부,제한(총액),2019/02/08 00:00(2019/02/14 14:00),,한국전력공사 이동
물품,G061900143-00,일반,#5 저압전기설비 계획예방정비공사용 자재 구매,한국남동발전(주),사업소 영흥발전본부,제한(총액),2019/02/08 00:00(2019/02/21 10:00),,한국남동발전(주) 이동
공사,20190204400-00,일반,화성종합경기타운내 직장운동경기부 훈련장 조성공사(전기),경기도 화성시,경기도 화성시,수의(소액)-견적입찰(2인 이상 견적 제출),2019/02/07 21:47(2019/02/14 16:00),,마감
공사,20190204324-00,긴급,울진군문화센터 화장실 보수공사(전기),경상북도 울진군,경상북도 울진군,수의(소액),2019/02/07 20:33(2019/02/13 10:00),,마감
용역,20190204299-00,일반,(가칭)호암초등학교외 1교(대소원2초중학교) 신축 전기공사 통합 감리용역,충청북도교육청,충청북도교육청,제한경쟁,2019/02/07 20:23(2019/02/15 10:00),,마감
용역,20190133456-00,일반,축현초 급식소 증축 전기공사(통신,소방포함) 설계용역,인천광역시교육청 인천광역시동부교육지원청,인천광역시교육청 인천광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/07 20:01(2019/02/14 10:00),,마감
용역,20190133466-00,일반,송명초 교실 증축 전기공사(통신,소방포함) 설계용역,인천광역시교육청 인천광역시동부교육지원청,인천광역시교육청 인천광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/07 19:55(2019/02/14 10:00),,마감
공사,20190204249-00,긴급,주민소통공간(북카페,커피숍)조성 전기공사,전라남도 고흥군,전라남도 고흥군,수의(소액)-견적입찰(2인 이상 견적 제출),2019/02/07 19:45(2019/02/13 15:00),,마감
물품,20190204244-00,일반,대구공고 2019년2월 전기과 실습재료 구매,대구광역시교육청 대구공업고등학교,대구광역시교육청 대구공업고등학교,수의(총액)소액수의,2019/02/07 19:41(2019/02/13 10:00),,마감
공사,20190204180-00,일반,중소유통 공동도매 물류센터 건립 전기공사,경상북도 포항시,경상북도 포항시,제한경쟁,2019/02/07 19:04(2019/02/15 10:00),,마감
공사,20190204168-00,긴급,계도마을 어촌 6차산업화 수산물가공시설 신축 전기공사(입찰대행),경상남도 거제시,경상남도 거제시,제한경쟁,2019/02/07 18:55(2019/02/14 10:00),,마감
공사,20190204165-00,일반,2019년 공원내 전기시설물 유지관리공사(연간단가),서울특별시 송파구,서울특별시 송파구,제한경쟁,2019/02/07 18:52(2019/02/15 14:30),,마감
용역,20190202832-00,일반,1호선 역사 전기설비 도면 전산화 용역,대구도시철도공사,대구도시철도공사,수의(총액)소액수의,2019/02/07 18:52(2019/02/13 10:00),,마감
공사,20190202238-00,일반,경남학생안전체험교육원 주차장시설 및 소규모공원조성 전기공사,경상남도교육청,경상남도교육청,수의(소액),2019/02/07 18:49(2019/02/13 10:00),,마감
용역,20190204136-00,일반,장평중 등 4교 노후전등교체 및 기타 전기, 정보통신, 소방공사 설계용역,부산광역시교육청 부산광역시서부교육지원청,부산광역시교육청 부산광역시서부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/07 18:41(2019/02/13 10:00),마감,마감
용역,20190201855-00,일반,산정중 교사동 증축 전기공사 설계용역 수의견적 제출 안내,광주광역시교육청 광주광역시서부교육지원청,광주광역시교육청 광주광역시서부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/07 18:40(2019/02/13 10:00),,마감
용역,20190201850-00,일반,송우초 교사동 증축 전기공사 설계용역 수의견적 제출 안내,광주광역시교육청 광주광역시서부교육지원청,광주광역시교육청 광주광역시서부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/07 18:34(2019/02/13 10:00),,마감
용역,20190204097-00,일반,다송초 등 4교 노후전등교체 및 기타 전기, 정보통신, 소방공사 설계용역,부산광역시교육청 부산광역시서부교육지원청,부산광역시교육청 부산광역시서부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/07 18:29(2019/02/13 10:00),마감,마감
용역,20190201847-00,일반,산정초 교사동 증축 전기공사 설계용역 수의견적 제출 안내,광주광역시교육청 광주광역시서부교육지원청,광주광역시교육청 광주광역시서부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/07 18:28(2019/02/13 10:00),,마감
공사,20190204038-00,일반,영산포여중 화장실보수 전기공사,전라남도교육청 전라남도나주교육지원청,전라남도교육청 전라남도나주교육지원청,수의(소액)-견적입찰(2인 이상 견적 제출),2019/02/07 18:09(2019/02/13 10:00),,마감
물품,A081900019-00,일반,[당진5,6호기]발전기 계자전류 공급용 Brush Holder 32EA,한국동서발전주식회사,당진화력,수의(총액),2019/02/07 17:57(2019/02/28 17:57),,한국동서발전주식회사 이동
용역,20190203431-00,일반,(가칭)신당초등학교 교사신축 전기공사 감리용역,경상북도교육청 경상북도구미교육지원청,경상북도교육청 경상북도구미교육지원청,제한경쟁,2019/02/07 17:53(2019/02/15 10:00),,마감
용역,20190203955-00,일반,영도초 등 4교1원 노후전등교체 및 기타 전기, 소방공사 설계용역,부산광역시교육청 부산광역시서부교육지원청,부산광역시교육청 부산광역시서부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/07 17:50(2019/02/13 10:00),마감,마감
공사,20190203872-00,긴급,문곡농어촌마을하수도정비사업(전기및계측제어),충청북도 충주시,충청북도 충주시,제한경쟁,2019/02/07 17:45(2019/02/13 10:00),,마감
공사,20190203557-00,긴급,동지역하수관로정비(2단계)사업(전기및계측제어),충청북도 충주시,충청북도 충주시,제한경쟁,2019/02/07 17:42(2019/02/13 10:00),,마감
용역,20190203874-00,일반,보림초 등 3교 노후전등교체 및 기타 전기, 소방공사 설계용역,부산광역시교육청 부산광역시서부교육지원청,부산광역시교육청 부산광역시서부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/02/07 17:34(2019/02/13 10:00),마감,마감
